1.9565	0.0002
1.9570	0.0006
1.9575	0.0002
1.9580	0.0005
1.9585	0.0008
1.9590	0.0008
1.9595	0.0009
1.9600	0.0009
1.9605	0.0014
1.9610	0.0013
1.9615	0.0006
1.9620	0.0012
1.9625	0.0006
1.9630	0.0008
1.9635	0.0015
1.9640	0.0012
1.9645	0.0010
1.9650	0.0011
1.9655	0.0010
1.9660	0.0015
1.9665	0.0014
1.9670	0.0010
1.9675	0.0013
1.9680	0.0014
1.9685	0.0010
1.9690	0.0020
1.9695	0.0023
1.9700	0.0019
1.9705	0.0022
1.9710	0.0022
1.9715	0.0022
1.9720	0.0024
1.9725	0.0023
1.9730	0.0019
1.9735	0.0025
1.9740	0.0030
1.9745	0.0026
1.9750	0.0031
1.9755	0.0032
1.9760	0.0034
1.9765	0.0036
1.9770	0.0039
1.9775	0.0042
1.9780	0.0042
1.9785	0.0047
1.9790	0.0048
1.9795	0.0050
1.9800	0.0052
1.9805	0.0054
1.9810	0.0055
1.9815	0.0064
1.9820	0.0067
1.9825	0.0070
1.9830	0.0071
1.9835	0.0077
1.9840	0.0080
1.9845	0.0085
1.9850	0.0093
1.9855	0.0096
1.9860	0.0094
1.9865	0.0103
1.9870	0.0108
1.9875	0.0117
1.9880	0.0123
1.9885	0.0134
1.9890	0.0139
1.9895	0.0146
1.9900	0.0151
1.9905	0.0159
1.9910	0.0170
1.9915	0.0181
1.9920	0.0187
1.9925	0.0198
1.9930	0.0207
1.9935	0.0218
1.9940	0.0230
1.9945	0.0245
1.9950	0.0258
1.9955	0.0270
1.9960	0.0287
1.9965	0.0300
1.9970	0.0317
1.9975	0.0335
1.9980	0.0354
1.9985	0.0376
1.9990	0.0395
1.9995	0.0415
2.0000	0.0442
2.0005	0.0466
2.0010	0.0500
2.0015	0.0531
2.0020	0.0556
2.0025	0.0588
2.0030	0.0626
2.0035	0.0663
2.0040	0.0705
2.0045	0.0754
2.0050	0.0794
2.0055	0.0841
2.0060	0.0894
2.0065	0.0954
2.0070	0.1021
2.0075	0.1091
2.0080	0.1153
2.0085	0.1220
2.0090	0.1301
2.0095	0.1393
2.0100	0.1493
2.0105	0.1595
2.0110	0.1694
2.0115	0.1809
2.0120	0.1924
2.0125	0.2053
2.0130	0.2207
2.0135	0.2359
2.0140	0.2523
2.0145	0.2675
2.0150	0.2852
2.0155	0.3038
2.0160	0.3241
2.0165	0.3462
2.0170	0.3681
2.0175	0.3888
2.0180	0.4112
2.0185	0.4350
2.0190	0.4598
2.0195	0.4878
2.0200	0.5139
2.0205	0.5386
2.0210	0.5626
2.0215	0.5873
2.0220	0.6133
2.0225	0.6410
2.0230	0.6651
2.0235	0.6878
2.0240	0.7081
2.0245	0.7277
2.0250	0.7476
2.0255	0.7669
2.0260	0.7835
2.0265	0.7993
2.0270	0.8116
2.0275	0.8221
2.0280	0.8327
2.0285	0.8414
2.0290	0.8487
2.0295	0.8543
2.0300	0.8579
2.0305	0.8621
2.0310	0.8641
2.0315	0.8647
2.0320	0.8665
2.0325	0.8658
2.0330	0.8652
2.0335	0.8644
2.0340	0.8613
2.0345	0.8616
2.0350	0.8588
2.0355	0.8561
2.0360	0.8529
2.0365	0.8515
2.0370	0.8482
2.0375	0.8461
2.0380	0.8451
2.0385	0.8422
2.0390	0.8400
2.0395	0.8380
2.0400	0.8360
2.0405	0.8354
2.0410	0.8343
2.0415	0.8323
2.0420	0.8314
2.0425	0.8311
2.0430	0.8311
2.0435	0.8301
2.0440	0.8295
2.0445	0.8293
2.0450	0.8298
2.0455	0.8307
2.0460	0.8301
2.0465	0.8315
2.0470	0.8333
2.0475	0.8336
2.0480	0.8348
2.0485	0.8368
2.0490	0.8371
2.0495	0.8382
2.0500	0.8398
2.0505	0.8418
2.0510	0.8439
2.0515	0.8453
2.0520	0.8469
2.0525	0.8486
2.0530	0.8502
2.0535	0.8511
2.0540	0.8544
2.0545	0.8561
2.0550	0.8573
2.0555	0.8592
2.0560	0.8606
2.0565	0.8627
2.0570	0.8646
2.0575	0.8661
2.0580	0.8683
2.0585	0.8702
2.0590	0.8713
2.0595	0.8726
2.0600	0.8749
2.0605	0.8770
2.0610	0.8788
2.0615	0.8805
2.0620	0.8813
2.0625	0.8825
2.0630	0.8845
2.0635	0.8847
2.0640	0.8871
2.0645	0.8880
2.0650	0.8886
2.0655	0.8910
2.0660	0.8904
2.0665	0.8918
2.0670	0.8934
2.0675	0.8952
2.0680	0.8946
2.0685	0.8960
2.0690	0.8972
2.0695	0.8963
2.0700	0.8981
2.0705	0.8984
2.0710	0.8992
2.0715	0.8994
2.0720	0.8998
2.0725	0.9000
2.0730	0.9003
2.0735	0.9011
2.0740	0.9014
2.0745	0.9017
2.0750	0.9019
2.0755	0.9029
2.0760	0.9030
2.0765	0.9035
2.0770	0.9032
2.0775	0.9036
2.0780	0.9023
2.0785	0.9023
2.0790	0.9032
2.0795	0.9036
2.0800	0.9016
2.0805	0.9025
2.0810	0.9034
2.0815	0.9024
2.0820	0.9030
2.0825	0.9019
2.0830	0.9029
2.0835	0.9029
2.0840	0.9030
2.0845	0.9018
2.0850	0.9039
2.0855	0.9017
2.0860	0.9018
2.0865	0.9025
2.0870	0.9030
2.0875	0.9029
2.0880	0.9020
2.0885	0.9028
2.0890	0.9036
2.0895	0.9031
2.0900	0.9029
2.0905	0.9027
2.0910	0.9031
2.0915	0.9028
2.0920	0.9024
2.0925	0.9008
2.0930	0.9025
2.0935	0.9031
2.0940	0.9020
2.0945	0.9022
2.0950	0.9034
2.0955	0.9033
2.0960	0.9035
2.0965	0.9033
2.0970	0.9026
2.0975	0.9030
2.0980	0.9039
2.0985	0.9033
2.0990	0.9039
2.0995	0.9039
2.1000	0.9029
2.1005	0.9027
2.1010	0.9034
2.1015	0.9032
2.1020	0.9033
2.1025	0.9028
2.1030	0.9036
2.1035	0.9035
2.1040	0.9024
2.1045	0.9032
2.1050	0.9036
2.1055	0.9013
2.1060	0.9012
2.1065	0.9020
2.1070	0.9011
2.1075	0.8997
2.1080	0.9006
2.1085	0.9002
2.1090	0.8997
2.1095	0.8991
2.1100	0.8981
2.1105	0.8988
2.1110	0.8966
2.1115	0.8979
2.1120	0.8976
2.1125	0.8953
2.1130	0.8966
2.1135	0.8952
2.1140	0.8938
2.1145	0.8943
2.1150	0.8930
2.1155	0.8921
